"Review_ID","Rating","Year_Month","Reviewer_Location","Review_Text","Branch"
471359485,5,"2017-2","Cyprus","I can visit everyday if I have the opportunity. Its good for all ages. Make sure you go early as there is a lot of walking and you will not be able to see everything in 1 day","Disneyland_Paris"
430334671,5,"2016-10","United Kingdom","Went here for my daughters birthday. The park was decorated for Halloween. Parade was good. It looked great. Friendly staff. Loads of food choices. Little expensive but expected.","Disneyland_Paris"
242725709,2,"2014-12","United States","Went here for our sons 10th birthday spent 2 days we have been to Disney in Fl. But Paris is a fraction of the size and needs a lot of updating, Main Street looks just like Disney Fl.The whole park just looked cheap and being from America but speaking a little French I was shocked when we asked for help and the one girl made a comment about the Americans the other girl told her to stop and be quite Overall I will stick with Orlando Fl.","Disneyland_Paris"
141961028,5,"2012-9","United States","This trip is never dull, always exciting and since we do this annually, I think you can take my word for it!","Disneyland_California"
4048615,5,"missing","Canada","I went there on a weekday. It wasn't that crowded than I expected. The whole Resort is situated at Penny's Bay on Lautau Island, the largest Island in Hong Kong. Hong Kong Disneyland Resort is easily accessible by MTR (Mass Transit Rail), and they have its own train line, that is, Disneyland Resort Line. The Transportation System in Hong Kong is very good, it only takes 25 30 mins to get me from Central(Hong Kong Island) to Disneyland Resort Station(Penny's Bay). The location of the Resort is the best among all disneylands, the whole resort is nestled among hills mountains with South China Sea at the south side overlooking the Hong Kong downtown Skyline.There are four Lands in HK Disneyland, namely, Mainstreet USA, Fantasyland, Adventureland and Tomorrowland. I enjoyed very much 3 of the shows, two being live shows (Festival of the Lion King and Golden Mickeys) and one 3 D Show (Mickey's Philharmagic). Although the rides at HKDL are limited in quantity, I don't see any lack of quality in the park. Space Mountain is one of the attractions I like most, the building is very futuristic and the ride itself very good. All the CMs (cast members) are very friendly and courteous. Hong Kong Disneyland has the largest Adventureland and the Jungle Cruise is nicely done. I have noticed that they have put a lot of effort in theming and landscaping. Tomorrowland looks really cool and beautiful particularly at night. Although the Sleeping Beauty Castle is a replica of the original DL, it reminds me the special magic and charm of the original Disneyland at Anaheim. The Parade and Night time Fireworks also worth seeing. Food is definitely quite good and affordable. The good news is that they are expanding. Hong Kong is already a big attraction in its own right, with the newly opened Hong Kong Disneyland...I really had a blast!and I will come back....","Disneyland_HongKong"
542338795,5,"2017-11","United States","We got there in time for rope drop. First time ever that early but so worth it! It is exciting and get in position for which side you want to enter first. I also highly recommend paying the extra $10 per person and buy the max pass. Link your tickets online with the Disney app and then buy the maxpass through the app too. You can get max pass's (like a fast pass but you don't have to walk to get the tickets or have everybody's tickets and less paper to lose) every hour or so. We had a system to get the ticket scheduled, arrive at the beginning of the return time and when redeemed and in the max pass line get the next one. By the time we went on the ride and walked to the next one it was max pass ready again. For the first time ever we did every single ride, the parade, and fireworks, and favorite rides twice in one day. Most enjoyable day ever! Started with Star Tours, Buzz Lightyear, and Matterhorn without maxpass' since we were early. Also use the photographers in the park. Much better pictures. Open the app and get the scan code and show the photographers and all the pictures they take are free and you can't download them from your phone! Disney has made it more affordable and enjoyable. The fireworks have snowlike bubbles after that really made it wonderful. So fun to see my child's face in awe (mine too)! Also, stop at the Holiday Bakery near the round in front of the castle. Order a Christmas raspberry macaroon early in the day because you will want another later. Nowhere else in either park sells them. They were divine! Thanks for an amazing time Disney!","Disneyland_California"
569823535,3,"2018-3","Hong Kong","Hong Kong Disneyland is what you would expect from Disneyland worldwide   well decorated and several various theme parks. The hardware is there as it   s standardised globally   however on the soft services, I find it difficult to have rests in between rides (the wait for each of the rides could be as long as 30  minutes). Not that many vendor choices for quick rests. Number of washrooms are available but some require lengthy walks   so not the most convenient for children of younger ages. Majority of the resting seats in the parks are fully exposed under the sun without shades so it could be easily sunburned if visit the park without hats or umbrella. Majority of the F&B stops do not offer A C (but is open air) so it can be unbearable during heated summer time   do come prepared with light clothes and umbrella, hats, sunglasses and sunblocks. We already tried to beat the crowd by being the first to arrive the park, but more than a dozen tour groups arriving with large tour buses also planned the same and their stops are immediately in front of the park entrance whereas for private car park guests would need to walk further to arrive the entrance   just be mindful to wear very comfortable shoes as a lot of walking is required during the entire visit. ","Disneyland_HongKong"
270543803,3,"2015-4","Solomon Islands","Family of 4 from overseas with a 3 and 9 year old.Paris Disneyland is the 2nd of the Disneylands that we have visited and while it still has the Disney Magic, in comparison to Hong Kong it is tired and in need of some TLC. Without sounding contradictory to my previous statement I understand that areas need to be closed for upgrades and changes but it was disappointing to find so many of these areas under renovation all at the same time.The fast pass system works well and can really limited the amount of lines that you need to stand in during the day.Disneyland is great for younger kids and my 3 year old loved it. She went on everything and loved every minute we were there. My 9 year old thought it was good but he was probably pushing the top end age of kids that would enjoy most of the rides without thinking it was all a bit boring. He felt that Legoland was far better.If you could only attend 1 of the two parks I would chose Disney Studios.","Disneyland_Paris"
4314441,5,"missing","United States","Disneyland was awesome! But make time for California Adventure!  First the Good: Definitely stay (if you can't afford to stay on the park) at a hotel near the park. We were at the Anaheim Plaza Hotel. It was nice to just walk two lights down to Disneyland.  FastPass is the way to go. We couldn't get onto Space Mountain till day 2 of our trip. But we used the FastPass for Indiana Jones, and Buzz Lightyear. It was wonderful to just walk to the front of the line and go inside. Must Sees: Indiana Jones, Space Mountain, Buzz Lightyear, any Disney Character you can. I was 4yrs old when I first took a picture with Gepetto. And at the ripe old age of 25, I was giggly again. If you must collect autographs be prepared to stand in line. Check out the parades. It was cool to see what little we did. Ride the Monorail too! California Adventure: A breath of fresh air. We just came back from Disneyland the week after Xmas and right before New Year's. Disneyland was so crowded that C.A. was practically empty. We got great pictures of the different characters. It was soooo fun. Ride the Tower of Terror. Make sure your stomach is empty and you went to the bathroom prior to riding. California Screaming is such a well planned roller coaster. It was great.  Walk the Hollywood backlots. We got to see Turtle Talk with Crush, Muppets 3D, and sneak preview the Monsters Inc ride. Oh and I took pics with FroZone. Now the bad...If you want to go during the Holidays be prepared for the crush. The crowd had to have jumped at least 3K every day. Get there early. I'm talking around 7am. We got there at 7:45 and the lines were 200 deep. Beware of people stopping in the street. It's dangerous but just watch your step. If you plan to eat lunch at downtown disney defintely go there around 11am. When the eateries open. It helps so much. MOST IMPORTANTLY: Adults leave the grown up self behind. Kids, be yourselves! And have fun. My husband sure did. It is truly a magical place! Hope this review helps!","Disneyland_California"
128046881,4,"2012-4","Belgium","Everything is professional, charming and well maintained. There seem to be almost as many staff as visitors and the whole site is impeccably clean. Yes it was cold and windy but none of our party cared because the queues were short and we spent most of our time on rides, which was frankly unexpected.","Disneyland_Paris"
123954273,3,"2011-9","Hong Kong","I like the Disneyland in Hong Kong ok. It is not so expensive. Disney in Tokyo is much better but more expensive. There have more rides and fun things to see but our Disney is now bigger. Have Toy Story and new parks this year so go in 2013 is better. I think I go then for next time to Disneyland in Hong Kong.","Disneyland_HongKong"
375983727,2,"2016-5","Singapore","This was my 2nd time there. I bought the combo entrance from a website 'klook' which was inclusive of the entrance fee & a meal. As there are 13 of us which some were muslims, the only halal cafe will be the one at the Adventureland...& it was closed on that day. It wasnt stated on the Disneyland website or neither am I been notified or been highlighted that the cafe will be closed on that day (when i actually hv to specify the date i am going upon booking). We hv to search high & low for a halal cafe & was given ONLY 2 choices of meal which indeed was lousy taste. Some of the games were closed & the rest does not meet my expectations. So as the parade too...very boring. ","Disneyland_HongKong"
298898369,5,"2015-7","United States","This not our first time to Disney Land our kids have been going since they where little and now they are teens. This year is there 60th Anniversary, everything thing looked great. I loved the new light parade down main street the fireworks I could go on.My recommendations is have a set plan on what you are doing depending how may days your are staying and fast passes if the ride offers it. Our family had the best time.","Disneyland_California"
297873335,3,"2015-8","United Kingdom","We have been planning to do the Disney thing for years, holding on until our kids were old enough to get the most from it, 6 and 10yrs old. This was my first trip so we did a bit or research before, however, nothing prepares you for the queues, min 30mins and sometimes 75mins just to the tea cup rides! So we only did 2 rides in the day and didn't get to see sleeping beauty. I was expecting the Disney service experience to be incredible, but it couldn't have been further from the truth, the coffee was appalling, the  cool point  bar ran out of ice creams and another bar ran out of coke. This final point might sound odd, but I think it sums up where Disney are currently as a company, there was no wifi or any digital engagement.In summary, I think the format is dated, the expectation that people will queue for over an hour is arrogant, and the service culture is poor! The only problem is, it's the only place your kids will ever get to see a full size fairy palace!","Disneyland_Paris"
342241051,4,"2016-1","New Zealand","We spent the day here before flying out of Hong Kong in the evening and it worked very well since there is luggage storage at the gates.It's a smaller park than in the USA and can easily be done in a day. Long queues for the Autopia ride (who knew) but most of the thrilling rides we walked right onto.A really enjoyable day.","Disneyland_HongKong"
586260231,5,"2018-5","United States","Wow, the Magic Kingdom really puts a dent in the wallet, but in the end the memories for the kids are worth it. And we make the budget work by staying in a hotel that's close enough to be convenient, but far enough away to escape the crazy high hotel prices in the immediate Disneyland area. That's the key to making it work, especially if you have kids.","Disneyland_California"
101805435,3,"2011-3","United States","Chris at Guest Relations explained the numerous ride outages this way   safety protocols and Homeland security concerns. I know Homeland Security has been blamed for a lot but for rides breaking at Disneyland? But as Chris elaborated, anytime someone or something violates a safety protocol (i.e. touching what isn't to be touched, standing, reaching, etc.) systems shut down and a minimum of one hour is required to reboot. On any given day any one of the popular rides (Space Mountain, Indiana Jones, Splash Mountain, Mr. Toad's, the Haunted House, even the computers at two food carts   these are the rides that went off line today, at least for some time.) does go off line for some period of time. Chris acknowledged that the information on the frequency of down time is available; but Disney will not allow the information to be made available. The result   during any given hours of operation there is a probability that a ride will not be functioning for a portion of that time. Indiana Jones for example was off line at least four hours of the nine hours we were there. When perform renovations or routine maintenance Disney will pre warn visitors that ride is off line. But every day, according to Chris, safety protocols shut down rides. So, buyer beware, you may spend $500 (the average cost for a family of four for a day at Disneyland) but the kids may not get to ride the rides they went there for. If Disney provided the data, we the buyers could exercise judgement.","Disneyland_California"
130102931,5,"2011-9","Canada","A trip to Disneyland is a fantastic family holiday. Rather than watch your kids enjoy themselves at a children's attraction, Disney creates a world that is also very entertaining and nostalgic for adult to participate in as well. There are wild and tame rides, shows, music, static attractions, shopping, tasty food and games. I have been there twice, once in mid May and once in late September. Crowds were low and lines were short most of the time. Sometimes we could walk on a ride within 5 minutes but during the afternoon and on weekends, the lineups were longer. It is a pricey trip but I feel that it was worth it. Take snacks and drinks as the food prices in the park are high for those items. Learn about the Fast Pass system and use it, even if you don't think the park is busy. The morning is slower, so grab passes for the afternoon, when the lines are longer. The fastpasses will indicate a timeframe to return but we found that they are actually good for that entire day. We are planning another trip for this fall. If I could afford it, I would visit the park every year.","Disneyland_California"
288846937,5,"2015-7","United States","After many years, I finally made my first visit to Disneyland. Yes, even as an adult Disneyland is magical! If you aren't into the rides (although, they're pretty amazing), there is SO much more to do! The shops are great, the food is great, the mint julips (you have to find them and the beignets!) are amazing! The parade and fireworks are nearly life changing. The entire visit was so amazing! However, don't think that you can get it all in one day....you really need to make an effort to spend several days there to take (most of) it in.  3","Disneyland_California"
227799131,5,"2013-10","United States","My family always ends up at Disneyland. We love this place! Every time we ask them where they would like to go they always say  Disneyland . This has been a family tradition for us since the kids were little and we have been to the park at least 20 times. Yes it's expensive and yes there are a lot of people in the park but compared to other Theme parks in Southern California this place is still a good deal. When the kids are grown they won't care that they didn't go to the other parks, this is the one they chose. ","Disneyland_California"
133299657,4,"2012-6","United Kingdom","Smaller than Orlando but had all the favourites and more long opening hours meant we could hop in and out from our nearby hotel. Still by 10.30 the queues were long and stayed that way for the most part,plenty of eating facilities and lots of viewing space for the parade","Disneyland_California"
181751864,3,"2013-10","Malaysia","My very first impression of Disney Paris is good, because after so many bad review and saying about poor doing of Disney Paris, well... the bright colored and majestic looking appearance does make me feel good.However, after few hours in the park, now I know why the park seem to be falling and distance away from their greater success story in US or Japan. I think is the content of their  magical  is not  magical enoughto me Disney is magical mainly due to it parade, I and my family had great fun with parades in Anaheim and Tokyo, is really magical and lively, the one over here... is just merely for the sake of Parade that they do the Parade, my daughter still enjoy it alot, but it fail to capture me and my wife heart, it just lack of that magical touch.2nd the food in the park, well... they really need to add some touch to that... it lack of variety and try to hard being  French  wayThe small world is close, and I am really disappointed with that, I try very hard not to mention the word small world to my daughter for that whole day.The bright side of this park is ... you do not need to wait very long for almost all the ride maximum 45 minutes, but usually 30 minutes will get you ride on, something you won't able to do in the other Disney park.However the Dream show at the park closing, does spark little magic out of me... it worth the wait for the park closure to catch the show, to me is even better than the parade itself.They got the right park, rides and everything but just need to put more magic portion in it to make it  MAGICAL ","Disneyland_Paris"
579043612,4,"2018-5","United States","I found this Disney to be smaller than disneyworld. It was super similar but still had its differences. Due to size we were able to complete all the things we set out to accomplish during our visit. If it   s your first visit ask one of the shops for a 1st visit button and if you are lucky enough to spend your birthday here like I was ask for a birthday button too. They are free!! ","Disneyland_California"
118321342,5,"2011-9","United States","We went for the marathon and had a great experience. Not really sure why they have it on a holiday weekend when they are already busy. Fridays the crowds were lower which made for a very pleasant visit. Sun Mon very busy but managable with the right mind set.Don't miss the two evening shows Fantasmic in Disneyland and the World of Color show in CA Adventure. Both are excellent but get there EARLY for Fantasmic to claim a seat on the ground. The World of Color show offers fast passes for viewing spots but you still have to stake a section out once inside the fastpass area. The cast members are really what makes the park so special. They went out of their way to be kind and helpful when ever we had a question or needed help with something. California Sceaming is a great coaster. You get all the thrills without the bumps and jerks of some coasters. The Mattahorn on the other had is VERY bumpy and hard on the back neck. The best thrill ride is the Tower of Terror! The new Little Mermaid ride is cute and little ones will love it. Be sure to arrive early and allow extra time to get through security.","Disneyland_California"
466908274,1,"2017-3","Ireland","Dirty, Smelly, rude staff, lots of rides closed, lots of shows not on, and no it's not because I've been to Disney in America. It was a waste of money and I'd never advise anyone to visit.","Disneyland_Paris"
213152034,3,"2014-6","United Kingdom","1) I have an excellent French accent and the French love it2) foreigners don't queue3) selfies are apparently more important than enjoying the moment4) it is a rule at disney to selfishly stand in doorways for no reason and tut when you ask politely to get past5) even if you've spent   14m on a holiday your kids will still moan that you promised them a macdonalds a week ago back at home6) losing a bag at disney means the contents will be stolen7) the food is both expensive and below average8) when disney opens early for hotel guests, it's only for the rubbish rides!9) my tolerance of tantruming 2 year olds is zero10) the restaurant of the stars is a misnomer unless you include lassie and mr ed!11) roller coasters are better at the back12) the Wild West show is brilliant and worth the   40k it cost13) goofy does not remember his pledge to marry me when I was 15 in Florida and is now flirting with other girls   typical talking dog!14) when a ride says 15 minute wait it is using London Underground times (so can be anything from 15 45 mins)15) the French are not as miserable as they used to be16) even though disney is geared towards kids, they still only want to swim in the hotel pool17) the disney shop merchandise ranges from expensive to sell your kidneys price18) some rides make you feel sick 19) during the wait for crushes coaster the kids got a degree, married and had kids of their own20) foreign teenagers are as annoying as British ones21) everything requires a long queue, accept it22) if a queue is short then the ride is broken23) if your relationship is going through a rocky patch don't go, you'll end in divorce. 24) disney parades are best watched behind very tall people with umbrellas who won't let a child go in front25) bring wellies as if it's wet they cost 30euros!! 26) don't trust your husband when he says the camera is fully charged and will last all weekend (it lasts 24hours at best)27) fast passes are pointless28) eurostar is the only way to travel to disney29) if the weather forecast says rain, believe it30) all the gripes are worth it to see my children's faces ","Disneyland_Paris"
413580715,3,"2016-8","Singapore","Went to Disneyland HK with my son and mum in August. There was a lot of people and the weather is very hot.The queues to all rides were at least 20 mins. As the weather is very hot there were some areas in the park that had a lacking of trees   shade which made it tough to stay there for long. Example the toystoryland There was no proper sitting area to watch the fireworks at night so most people especially the ones in front had to sit on the road which was scorching hot from the sun earlier in the day. It was still radiating of heat at nightQuality of food was not great that the theme park especially those covered by the hotel park package. The Dim sums at Plaza Inn near the main street was good. The wanton noodles at Chopin food festival was bad. Photo plus option for tourists was really good to allow visitors to download professional photos with the characters later at their own time.Toilets were surprisingly clean which I was very happy with.Overall it might be the weather that spoilt it for me but I wasn't overly impressed with the HK Disneyland. ","Disneyland_HongKong"
290084656,2,"2015-7","Hong Kong","I'd held off going to Disney for years. But I was finally convinced to give it a go. I'd previously enjoyed the Disney resorts in Paris, Tokyo and the USA. Firstly, this place is tiny compared with the others and has a lot less to do or see. Further, the day I went it was over crowded to the point of being uncomfortable. The unappealing food on offer is expensive. I was surprised to see people smoking. Apparently smoking is allowed in designated areas, however the rules don't appear to be enforced with people smoking in the line for rides. The staff appeared unwilling to do anything about this. I won't be back.","Disneyland_HongKong"
143484254,3,"2012-10","United States","While we were there for a  function  we had a chance to walk the park for 3 hours. It was somewhat disappointing. The park really shows it's age. The haunted house which I loved at Disney world has been transformed into a cartoon commercial an absent is the great effects that once graced this attraction. All in all it's still Disney and we had a good time, just a bit maybe of 25 year old memories.","Disneyland_California"
236388111,5,"2014-10","United Kingdom","It lives us to the name of being the happiest place on earth. The park was so clean, it was amazing!!!!!!","Disneyland_California"
373438589,5,"2016-5","United States","We took our 6 & 1 yr old daughters.  they had so much fun.  the whole day is not enough to get on all the rides. I loved using the fast pass for the rides that had long lines.","Disneyland_California"
86206728,5,"missing","United States","We recently took my almost 3 year old son to Disneyland for spring break. At first we thought that he'd be too young to enjoy himself, but boy were we WRONG!Before going, he knew most of the main characters by face from reading books. He was not shy at all when seeing the large life size versions in person. In fact he would RUN to the front of the line to try and say  Hi.  We spent most of our time in the age appropriate areas ... so ToonTown and FantasyLand. However, he enjoyed the Buzz Light Year ride and the Nemo Submarine ride in Tomorrow Land ... The Winnie the Pooh ride in Critter Country and oddly Pirates of the Caribbean.Of course the lines were a bit of an issue, especially for a 3 year old ... but that was to be expected. The indoor ones with slight entertainment in them such as the Buzz Light Year one was much better for him then say standing in line for the Nemo Submarine. And of course food is a bit expensive, but that I also expected as well.Overall he absolutely loved the place. In the evening the fireworks were a big hit.","Disneyland_California"
233491105,5,"2014-10","United States","I am a Annual Pass Holder and I couldn't be happier. I have definitely gotten my money's worth out of my pass. Recently, my friend and went to the Halloween Party at Disney. I highly recommend this. The Park closes down at 8 and you can only stay if you have purchased the extra ticket. Yes, it does come at a small price. Totally worth it!! I want to do it again next year. All the the rides are open and the villains are out. The lights are turned down and the music is turned up. Also, you can dress up as an adult. Who wouldn't want to dress like a Disney character while at Disney!!","Disneyland_California"
623691538,3,"2018-10","United Kingdom","Having spent over 70 days in Disney Parks around the world, we went to Paris to celebrate our Grandson's 18th birthday and what a disappointment. Arrive at Florida Park and cast members welcome you and the magic starts in the car park. In Paris at 9.20am on a Saturday, we did not see a cast member until we had found our own way in and were going down Main Street. There are two big rides closed for refurbishment plus the runaway train broke down almost all day and then the Peter Pan ride. This left huge queues for every ride and again, no cast members anywhere. Even It's a Small World ride had 50 minute queues, the longest I have ever seen for this ride in any park. As it was the first weekend of Halloween, there were very few shows, but two parades so from about 7 pm until the fireworks at 10 pm, the only thing to do was queue.All eating outlets closed early and the only small cafe in Main Street had one person serving, so again 40 minutes wait. Our whole family was very disappointed, well below the standard of other Disney Parks and we will not be returning. Save for longer and go to Florida and love the Magic!","Disneyland_Paris"
509079870,5,"2017-8","United States","Built in the 1940s, Disneyland was the first truly international theme part attracting guests from all over the world. It became the prototype for many other Disney parks. We visited on a summer day during one of Southern California's heat waves; 95 degrees and high humidity. We visited each section starting with Tomorrowland. Get their early to be part of Jedi training and Star Tours. Loved the Haunted Mansion, the Jungle Cruise, Splash Mountain, Pirates of the Caribbean and the Small World, our favorites. We for fast passes for some. We are fast food for lunch and enjoyed a sit down meal for dinner. We at Belle's in Frontier Town. Oils t get a reservation for New Orleans, the park's beat restaurant. Make advance reservations for the restaurants. We parked in the Mickey and Friends parking lot. It was quite a walk and tram ride to the park. Staff were wonderful. ","Disneyland_California"
399436695,2,"2016-7","Australia","After years of anticipation Disneyland failed to live up to the hype. The rides are dated and average compared to the likes of universal studios, ridiculous wait times, break downs, a stupid amount of visitors led to us leaving very disappointed and wishing we had spent our money elsewhere! Unfortunately the magic of Disneyland must only exist if you are 7 years and under. Personally I would not waste my time taking a young family here, not only is it expensive for entry, food is expensive, merchandise is expensive and wait times are ridiculous  especially for young children! Disneyland needs to take a leaf out of Universal Studios book... Covered areas for ride queues and front of the line passes might make it more enjoyable for people","Disneyland_California"
124679810,4,"2011-3","United States","For my husband and I, in our 60s, its a place we've been many times and now its time to let the young people enjoy the magic.","Disneyland_California"
460820777,4,"2017-2","New Zealand","I mean who doesn't love DisneylandBut unfortunately the major rides were all closed when i went which was a bit of a let downBig tip eat the food in the outside restaurants instead and have a wonder because there are different types in food in each restaurant Hopefully the bigger rides will be open next time","Disneyland_Paris"
537992104,4,"2017-11","Australia","We have travelled from Australia and have a ten Day park hopper pass. We just had our fourth day in the park. I am travelling alone with my four year old daughter. We went to the Halloween party, which was good, as the lines were quite small, so we managed to ride a fair few rides. We also got a good spot for the parade, due to the smaller crowds. Today we met the Disney Princesses, which my daughter lover more than the rides. I highly recommend the max pass purely for the photos. I ended up with about 30 photos today, all for $10. We   ve had a great timeOverall. ","Disneyland_California"
180256346,5,"2013-9","United States","For the holidays Disney's Haunted Mansion has transformed into jack skellington.Nightmare before Christmas mansion, is very differant from the original mansion but totally worth the lines to get in. They have even added A new twist at the very begining make sure to look up for jack.It is open until jan.5th so dont miss it. All the other decorations around Disneyland are very festive so visit for the holidays you wont be disapointed.","Disneyland_California"
206237691,5,"2014-5","United States","While it was crowded due to the Motherd Day holiday Disney kept things moving. The bummer was a couple of the big rides were closed but we had a blast anyway. I would suggest checking for ride closures before you head out to the park.","Disneyland_California"
493149219,5,"2017-6","Australia","We spent our daughters 14th birthday here! The parade at 3.30pm was wonderful! We went on rides and there was plenty to see and do","Disneyland_HongKong"
148709816,5,"2012-2","United Kingdom","I have been to Disney's Magic Kingdom in Florida and prefer Paris' disneyland over Florida's. Paris offers lots of nooks to explore and seems a lot less tired then Florida's Magic Kingdom. The food seems better in this park too. As I went in the off peak season there were no queues to worry about and as staying in a disney hotel got 2 hours extra time in the park. Make use of the fast pass if you are going in peak seasons especially I don't think I needed to even use mine as we had a 10 min wait maximum.","Disneyland_Paris"
385130589,5,"2016-2","Singapore","been here 4 years ago and so happy to come back. there were slight changes to the place but its the same excitement that i had . very convenient to travel by train. affordable entrance fee And everywhere there are restos and souvenier shops. will come back again in 4 yeats! ","Disneyland_HongKong"
184823365,4,"2012-12","United Kingdom","Disneyland, many ways to get to Disney, through flight or Eurostar. TGV. The Eurostar brings you right to the Disney village.places to get by, shops, things to do, incase you come direct to Disney, there is up in the station where you can lodge your luggage for a maximum amt of time, but you would have to pay.even if you don't go into Walt Disneyland, or disneylandPark, You can still go into Disneyvillage. But be careful to check the bus times, if you are not leaving with the hotel's shuttle.","Disneyland_Paris"
410140436,3,"2016-8","United States","Nice spot, but small. If you are used to Disney World in Florida, this is quite tiny. My family, with young teenagers, had enough after about 3 hours one afternoon. Space Mountain and some rollercoaster (name escapes me) is all they really loved. Can't comment on smaller kid rides. But clean and Disney ish for sure. If you want bigger, I am told the new park in Shanghai is the place to go.","Disneyland_HongKong"
263994107,5,"2015-3","United Kingdom","Awesome Place, kids and adults will definitely enjoy this place, Very busy place, the q's are long but worth it especially the theatres, the Mickey 3D, everything is fantastic, all the Disney characters are just Perfect. 2 days pass is not enough. Will definitely coming back here.","Disneyland_HongKong"
549433535,3,"2017-12","Ireland","Visiting Disneyland with the family was an unique experience, and doing it in Christmas time was great, all the Christmas decorations and parades were magical.The negative point was the cold weather. Queuing in freezing cold weather wasn   t a nice experience. Food facilities were lacking in quality, choice and space. The queue to order in any restaurant was too long ","Disneyland_Paris"
116492859,4,"2011-8","United Kingdom","Stayed at Newport Bay Hotel having travelled Eurostar. Train & booking in at Ebbsfleet all went well as did the parking at Ebbsfleet. At Eurodisney, you drop your cases in at a 'depot' and set off to Disneyland without a care. Your cases are actually delivered to your room. You book in to the hotel after your day in Disney   wonderful.We stayed 2 nights H B. You get about 21 euro credit at the restaurants per adult if you don't select from the set menu. We often had bits of set then 'extras' including alcoholic drinks and generally paid about 30 euro on top. Food is very good. The garlic bread in Mickeys cafe was the size and shape of a pizza! Consider going without a starter, especially if on a budget. You do get drinking cups for the children in Mickey's cafe & whilst there, the children met lots of characters. We took lots of drinks and snacks which was a good idea as the drinks (coke, water etc.) were around 2.50 euro each.Breakfast in the hotel was good really and you could bag a few rolls and various fillings at breakfast for your lunch! Work out your 'fastpass' so that you get on your favourite rides. I had no idea what rides to go on & we didn't plan properly. Finally,in the Steakhouse, the 48 hour steak (might be longer) was not great but the 'set' steak was great.","Disneyland_Paris"
356962517,5,"2016-3","United Kingdom","Visited March 18, 2016 to celebrate my friends birthday and it was epic. some of the attractions in park 1 was closed for rennovation but the rest of the rides are awesome.Visited Park2 and experienced in actual how they make movies. that was an awesome experience.Will deffinitely reccommend to family and friends. Indeed Disneyland is not just for kids! and The happiest place on earth.","Disneyland_Paris"
324972028,5,"2015-11","United Kingdom","This is a smaller park than Florida but still takes a day to get round and is as good. The food in the cafe on Main Street was very good and also the bakery on Main Street does a good latte. The two parades where very good and the fire works excellent use the mtr rail to get there this is very easy and train from sunny bay is a Disney theme train","Disneyland_HongKong"
214464546,5,"2014-7","India","We're a family of 4... 2 adults ad 2 kids 5 and 10 year old. We have had annual passes to HK Disney land a few years ago, and this was our first experience of Disney in the usa. We bought SoCal city pass with a 3 day park hopper. A few tips to use. Please download an app called walkee which tells the wait times Qatar various rides. Use fast pass with focus on longer lead time places...plan an evening stroll In radiator springs area. The food. Try and eat in sit down places. We tried pacific pier and got Chinese   Mexican salad options. Disney land is ally bigger but the key rides are the same. ","Disneyland_California"
144095562,5,"2012-10","United States","We are annual passholders for Disneyland and we live in Newport, OR. We are Disney nerds and love visiting the park whenever we get enough vacation days accrued. Disney is definitely a place were your can return to being a kid without being judged. The cast members are friendly, informative and genuine. Guest services are helpful and you never have to worry about them having an agenda. Disneyland is truly a magical place to visit with your family, just a date or going solo. We experienced Mickey's Not So Scary Halloween Party for the first time on October 23, 2012. We thought it was a little too crowded for the price we paid extra to experience it, but now we can say we experienced it just the same and we can mark it off the bucket list. If you plan to visit Disneyland do your research about the time of year your vacation is scheduled. Bring several pairs of comfortable shoes and socks, and bring a bag to carry stuff. Shop at the end of your visit, plan to stay at least 3 days if it's your first visit or you are traveling with little ones.","Disneyland_California"
357308607,4,"2016-3","India","You know why they say its the happiest place on earth when you visit it. Its was raining continuously when we visited on march 13th. They replaced the afternoon parade with Mickey's rainy day parade which was fun to watch. But cancelled the evening parade.The experience was fun. Lion king show was closed for maintenance which was a bit disappointing.Don't miss out on the space mountain, grizzly gulch and parachute drop in toy land.","Disneyland_HongKong"
556102752,4,"2017-12","Philippines","This is my second disney experience becuse the first was TOKYO. I will never get tired of trying the rides however one day wasn't enough to do all activities in Disneyland.. Make sure to get a FAST PASS..","Disneyland_HongKong"
